ROK;PNA;GMINA;POWIAT;WOJEWODZTWO
2015;15-428;Białystok;Białystok;podlaskie
2015;15-436;Białystok;Białystok;podlaskie
2015;15-447;Białystok;Białystok;podlaskie
2015;15-471;Białystok;Białystok;podlaskie
2015;15-530;Białystok;Białystok;podlaskie
2015;15-566;Białystok;Białystok;podlaskie
2015;15-571;Białystok;Białystok;podlaskie
2015;15-601;Białystok;Białystok;podlaskie
2015;15-641;Białystok;Białystok;podlaskie
2015;15-644;Białystok;Białystok;podlaskie
2015;15-662;Białystok;Białystok;podlaskie
2015;15-664;Białystok;Białystok;podlaskie
2015;15-668;Białystok;Białystok;podlaskie
2015;15-675;Białystok;Białystok;podlaskie
2015;15-695;Białystok;Białystok;podlaskie
2015;15-699;Białystok;Białystok;podlaskie
2015;15-700;Białystok;Białystok;podlaskie
2015;15-770;Białystok;Białystok;podlaskie
2015;15-775;Białystok;Białystok;podlaskie
2015;15-792;Białystok;Białystok;podlaskie
2015;15-807;Białystok;Białystok;podlaskie
2015;15-821;Białystok;Białystok;podlaskie
2015;15-859;Białystok;Białystok;podlaskie
2015;15-880;Białystok;Białystok;podlaskie
2015;15-900;Białystok;Białystok;podlaskie
2015;15-900;Dobrzyniewo Duże;białostocki;podlaskie
2015;15-900;Białystok;Białystok;podlaskie
2015;15-950;Białystok;Białystok;podlaskie
2015;15-959;Białystok;Białystok;podlaskie
2015;16-001;Juchnowiec Kościelny;białostocki;podlaskie
2015;16-001;Juchnowiec Kościelny;białostocki;podlaskie
2015;16-001;Turośń Kościelna;białostocki;podlaskie
2015;16-002;Dobrzyniewo Duże;białostocki;podlaskie
2015;16-003;Dobrzyniewo Duże;białostocki;podlaskie
2015;16-004;Juchnowiec Kościelny;białostocki;podlaskie
2015;16-010;Wasilków;białostocki;podlaskie
2015;16-010;Wasilków;białostocki;podlaskie
2015;16-020;Czarna Białostocka;białostocki;podlaskie
2015;16-021;Czarna Białostocka;białostocki;podlaskie
2015;16-022;Czarna Białostocka;białostocki;podlaskie
2015;16-030;Supraśl;białostocki;podlaskie
2015;16-040;Gródek;białostocki;podlaskie
2015;16-040;Gródek;białostocki;podlaskie
2015;16-050;Michałowo;białostocki;podlaskie
2015;16-050;Michałowo;białostocki;podlaskie
2015;16-050;Michałowo;białostocki;podlaskie
2015;16-051;Michałowo;białostocki;podlaskie
2015;16-060;Zabłudów;białostocki;podlaskie
2015;16-060;Zabłudów;białostocki;podlaskie
2015;16-060;Zabłudów;białostocki;podlaskie
2015;16-061;Juchnowiec Kościelny;białostocki;podlaskie
2015;16-061;Juchnowiec Kościelny;białostocki;podlaskie
2015;16-070;Choroszcz;białostocki;podlaskie
2015;16-070;Choroszcz;białostocki;podlaskie
2015;16-070;Choroszcz;białostocki;podlaskie
2015;16-071;Choroszcz;białostocki;podlaskie
2015;16-080;Tykocin;białostocki;podlaskie
2015;16-080;Zawady;białostocki;podlaskie
2015;16-080;Tykocin;białostocki;podlaskie
2015;16-080;Zawady;białostocki;podlaskie
2015;16-081;Tykocin;białostocki;podlaskie
2015;16-100;Sokółka;sokólski;podlaskie
2015;16-100;Sokółka;sokólski;podlaskie
2015;16-100;Sokółka;sokólski;podlaskie
2015;16-100;Sokółka;sokólski;podlaskie
2015;16-100;Sokółka;sokólski;podlaskie
2015;16-100;Szudziałowo;sokólski;podlaskie
2015;16-101;Sokółka;sokólski;podlaskie
2015;16-102;Sokółka;sokólski;podlaskie
2015;16-113;Szudziałowo;sokólski;podlaskie
2015;16-120;Krynki;sokólski;podlaskie
2015;16-123;Kuźnica;sokólski;podlaskie
2015;16-123;Kuźnica;sokólski;podlaskie
2015;16-130;Janów;sokólski;podlaskie
2015;16-130;Janów;sokólski;podlaskie
2015;16-150;Suchowola;sokólski;podlaskie
2015;16-150;Suchowola;sokólski;podlaskie
2015;16-150;Korycin;sokólski;podlaskie
2015;16-200;Dąbrowa Białostocka;sokólski;podlaskie
2015;16-200;Nowy Dwór;sokólski;podlaskie
2015;16-200;Sidra;sokólski;podlaskie
2015;16-200;Dąbrowa Białostocka;sokólski;podlaskie
2015;16-200;Dąbrowa Białostocka;sokólski;podlaskie
2015;16-205;Nowy Dwór;sokólski;podlaskie
2015;16-300;Augustów;augustowski;podlaskie
2015;16-300;Augustów;augustowski;podlaskie
2015;16-300;Augustów;augustowski;podlaskie
2015;16-300;Augustów;augustowski;podlaskie
2015;16-300;Augustów;augustowski;podlaskie
2015;16-301;Augustów;augustowski;podlaskie
2015;16-302;Augustów;augustowski;podlaskie
2015;16-303;Augustów;augustowski;podlaskie
2015;16-304;Nowinka;augustowski;podlaskie
2015;16-310;Sztabin;augustowski;podlaskie
2015;16-310;Sztabin;augustowski;podlaskie
2015;16-310;Sztabin;augustowski;podlaskie
2015;16-315;Lipsk;augustowski;podlaskie
2015;16-316;Lipsk;augustowski;podlaskie
2015;16-320;Bargłów Kościelny;augustowski;podlaskie
2015;16-320;Bargłów Kościelny;augustowski;podlaskie
2015;16-326;Płaska;augustowski;podlaskie
2015;16-326;Płaska;augustowski;podlaskie
2015;16-327;Płaska;augustowski;podlaskie
2015;16-400;Suwałki;suwalski;podlaskie
2015;16-400;Suwałki;Suwałki;podlaskie
2015;16-400;Bakałarzewo;suwalski;podlaskie
2015;16-400;Jeleniewo;suwalski;podlaskie
2015;16-400;Suwałki;Suwałki;podlaskie
2015;16-400;Suwałki;Suwałki;podlaskie
2015;16-400;Suwałki;Suwałki;podlaskie
2015;16-400;Suwałki;Suwałki;podlaskie
2015;16-400;Suwałki;suwalski;podlaskie
2015;16-401;Suwałki;Suwałki;podlaskie
2015;16-402;Suwałki;Suwałki;podlaskie
2015;16-406;Rutka-Tartak;suwalski;podlaskie
2015;16-406;Rutka-Tartak;suwalski;podlaskie
2015;16-407;Wiżajny;suwalski;podlaskie
2015;16-407;Rutka-Tartak;suwalski;podlaskie
2015;16-411;Szypliszki;suwalski;podlaskie
2015;16-412;Suwałki;suwalski;podlaskie
2015;16-420;Raczki;suwalski;podlaskie
2015;16-422;Raczki;suwalski;podlaskie
2015;16-424;Filipów;suwalski;podlaskie
2015;16-427;Przerośl;suwalski;podlaskie
2015;16-427;Przerośl;suwalski;podlaskie
2015;16-430;Suwałki;Suwałki;podlaskie
2015;16-431;Suwałki;Suwałki;podlaskie
2015;16-432;Suwałki;Suwałki;podlaskie
2015;16-433;Suwałki;Suwałki;podlaskie
2015;16-500;Sejny;sejneński;podlaskie
2015;16-500;Giby;sejneński;podlaskie
2015;16-500;Krasnopol;sejneński;podlaskie
2015;16-500;Giby;sejneński;podlaskie
2015;16-500;Sejny;sejneński;podlaskie
2015;16-501;Sejny;sejneński;podlaskie
2015;16-503;Krasnopol;sejneński;podlaskie
2015;16-506;Giby;sejneński;podlaskie
2015;16-515;Puńsk;sejneński;podlaskie
2015;17-100;Boćki;bielski;podlaskie
2015;17-100;Bielsk Podlaski;bielski;podlaskie
2015;17-100;Bielsk Podlaski;bielski;podlaskie
2015;17-100;Bielsk Podlaski;bielski;podlaskie
2015;17-100;Bielsk Podlaski;bielski;podlaskie
2015;17-100;Bielsk Podlaski;bielski;podlaskie
2015;17-100;Bielsk Podlaski;bielski;podlaskie
2015;17-100;Bielsk Podlaski;bielski;podlaskie
2015;17-102;Bielsk Podlaski;bielski;podlaskie
2015;17-106;Orla;bielski;podlaskie
2015;17-111;Boćki;bielski;podlaskie
2015;17-120;Brańsk;bielski;podlaskie
2015;17-120;Brańsk;bielski;podlaskie
2015;17-120;Brańsk;bielski;podlaskie
2015;17-120;Brańsk;bielski;podlaskie
2015;17-120;Wyszki;bielski;podlaskie
2015;17-123;Rudka;bielski;podlaskie
2015;17-132;Wyszki;bielski;podlaskie
2015;17-200;Hajnówka;hajnowski;podlaskie
2015;17-200;Hajnówka;hajnowski;podlaskie
2015;17-200;Czyże;hajnowski;podlaskie
2015;17-200;Hajnówka;hajnowski;podlaskie
2015;17-200;Hajnówka;hajnowski;podlaskie
2015;17-201;Hajnówka;hajnowski;podlaskie
2015;17-202;Hajnówka;hajnowski;podlaskie
2015;17-203;Hajnówka;hajnowski;podlaskie
2015;17-204;Dubicze Cerkiewne;hajnowski;podlaskie
2015;17-207;Czyże;hajnowski;podlaskie
2015;17-207;Czyże;hajnowski;podlaskie
2015;17-210;Narew;hajnowski;podlaskie
2015;17-210;Narew;hajnowski;podlaskie
2015;17-210;Narew;hajnowski;podlaskie
2015;17-220;Narewka;hajnowski;podlaskie
2015;17-220;Narewka;hajnowski;podlaskie
2015;17-222;Narewka;hajnowski;podlaskie
2015;17-230;Białowieża;hajnowski;podlaskie
2015;17-240;Czeremcha;hajnowski;podlaskie
2015;17-241;Czeremcha;hajnowski;podlaskie
2015;17-250;Dubicze Cerkiewne;hajnowski;podlaskie
2015;17-250;Kleszczele;hajnowski;podlaskie
2015;17-300;Siemiatycze;siemiatycki;podlaskie
2015;17-300;Siemiatycze;siemiatycki;podlaskie
2015;17-300;Mielnik;siemiatycki;podlaskie
2015;17-300;Siemiatycze;siemiatycki;podlaskie
2015;17-300;Siemiatycze;siemiatycki;podlaskie
2015;17-300;Siemiatycze;siemiatycki;podlaskie
2015;17-301;Siemiatycze;siemiatycki;podlaskie
2015;17-306;Dziadkowice;siemiatycki;podlaskie
2015;17-307;Mielnik;siemiatycki;podlaskie
2015;17-308;Dziadkowice;siemiatycki;podlaskie
2015;17-312;Drohiczyn;siemiatycki;podlaskie
2015;17-312;Drohiczyn;siemiatycki;podlaskie
2015;17-314;Grodzisk;siemiatycki;podlaskie
2015;17-315;Grodzisk;siemiatycki;podlaskie
2015;17-315;Grodzisk;siemiatycki;podlaskie
2015;17-322;Perlejewo;siemiatycki;podlaskie
2015;17-330;Nurzec-Stacja;siemiatycki;podlaskie
2015;17-330;Nurzec-Stacja;siemiatycki;podlaskie
2015;17-330;Nurzec-Stacja;siemiatycki;podlaskie
2015;17-331;Milejczyce;siemiatycki;podlaskie
2015;17-333;Milejczyce;siemiatycki;podlaskie
2015;18-100;Łapy;białostocki;podlaskie
2015;18-100;Łapy;białostocki;podlaskie
2015;18-100;Poświętne;białostocki;podlaskie
2015;18-100;Turośń Kościelna;białostocki;podlaskie
2015;18-100;Łapy;białostocki;podlaskie
2015;18-101;Łapy;białostocki;podlaskie
2015;18-104;Suraż;białostocki;podlaskie
2015;18-105;Suraż;białostocki;podlaskie
2015;18-200;Wysokie Mazowieckie;wysokomazowiecki;podlaskie
2015;18-200;Wysokie Mazowieckie;wysokomazowiecki;podlaskie
2015;18-200;Wysokie Mazowieckie;wysokomazowiecki;podlaskie
2015;18-204;Kobylin-Borzymy;wysokomazowiecki;podlaskie
2015;18-204;Kobylin-Borzymy;wysokomazowiecki;podlaskie
2015;18-208;Kulesze Kościelne;wysokomazowiecki;podlaskie
2015;18-210;Szepietowo;wysokomazowiecki;podlaskie
2015;18-210;Szepietowo;wysokomazowiecki;podlaskie
2015;18-212;Nowe Piekuty;wysokomazowiecki;podlaskie
2015;18-212;Nowe Piekuty;wysokomazowiecki;podlaskie
2015;18-212;Nowe Piekuty;wysokomazowiecki;podlaskie
2015;18-214;Klukowo;wysokomazowiecki;podlaskie
2015;18-214;Klukowo;wysokomazowiecki;podlaskie
2015;18-218;Sokoły;wysokomazowiecki;podlaskie
2015;18-220;Czyżew;wysokomazowiecki;podlaskie
2015;18-230;Ciechanowiec;wysokomazowiecki;podlaskie
2015;18-230;Ciechanowiec;wysokomazowiecki;podlaskie
2015;18-231;Ciechanowiec;wysokomazowiecki;podlaskie
2015;18-300;Zambrów;zambrowski;podlaskie
2015;18-300;Zambrów;zambrowski;podlaskie
2015;18-300;Kołaki Kościelne;zambrowski;podlaskie
2015;18-300;Zambrów;zambrowski;podlaskie
2015;18-301;Zambrów;zambrowski;podlaskie
2015;18-302;Zambrów;zambrowski;podlaskie
2015;18-303;Zambrów;zambrowski;podlaskie
2015;18-305;Szumowo;zambrowski;podlaskie
2015;18-305;Szumowo;zambrowski;podlaskie
2015;18-305;Szumowo;zambrowski;podlaskie
2015;18-312;Rutki;zambrowski;podlaskie
2015;18-312;Rutki;zambrowski;podlaskie
2015;18-400;Łomża;Łomża;podlaskie
2015;18-400;Łomża;Łomża;podlaskie
2015;18-400;Łomża;Łomża;podlaskie
2015;18-401;Łomża;Łomża;podlaskie
2015;18-402;Łomża;Łomża;podlaskie
2015;18-403;Łomża;Łomża;podlaskie
2015;18-404;Łomża;łomżyński;podlaskie
2015;18-404;Łomża;Łomża;podlaskie
2015;18-404;Łomża;Łomża;podlaskie
2015;18-404;Łomża;łomżyński;podlaskie
2015;18-404;Łomża;łomżyński;podlaskie
2015;18-410;Łomża;Łomża;podlaskie
2015;18-411;Śniadowo;łomżyński;podlaskie
2015;18-412;Śniadowo;łomżyński;podlaskie
2015;18-413;Miastkowo;łomżyński;podlaskie
2015;18-414;Nowogród;łomżyński;podlaskie
2015;18-416;Zbójna;łomżyński;podlaskie
2015;18-416;Zbójna;łomżyński;podlaskie
2015;18-417;Zbójna;łomżyński;podlaskie
2015;18-420;Jedwabne;łomżyński;podlaskie
2015;18-420;Przytuły;łomżyński;podlaskie
2015;18-421;Piątnica;łomżyński;podlaskie
2015;18-421;Piątnica;łomżyński;podlaskie
2015;18-421;Piątnica;łomżyński;podlaskie
2015;18-421;Piątnica;łomżyński;podlaskie
2015;18-421;Piątnica;łomżyński;podlaskie
2015;18-422;Piątnica;łomżyński;podlaskie
2015;18-430;Wizna;łomżyński;podlaskie
2015;18-430;Wizna;łomżyński;podlaskie
2015;18-500;Kolno;kolneński;podlaskie
2015;18-500;Kolno;kolneński;podlaskie
2015;18-500;Mały Płock;kolneński;podlaskie
2015;18-500;Kolno;kolneński;podlaskie
2015;18-500;Kolno;kolneński;podlaskie
2015;18-500;Mały Płock;kolneński;podlaskie
2015;18-500;Mały Płock;kolneński;podlaskie
2015;18-500;Kolno;kolneński;podlaskie
2015;18-520;Stawiski;kolneński;podlaskie
2015;18-520;Stawiski;kolneński;podlaskie
2015;18-520;Grabowo;kolneński;podlaskie
2015;18-520;Grabowo;kolneński;podlaskie
2015;18-525;Turośl;kolneński;podlaskie
2015;18-525;Turośl;kolneński;podlaskie
2015;19-100;Jaświły;moniecki;podlaskie
2015;19-100;Mońki;moniecki;podlaskie
2015;19-100;Jaświły;moniecki;podlaskie
2015;19-100;Trzcianne;moniecki;podlaskie
2015;19-101;Mońki;moniecki;podlaskie
2015;19-110;Goniądz;moniecki;podlaskie
2015;19-110;Goniądz;moniecki;podlaskie
2015;19-111;Krypno;moniecki;podlaskie
2015;19-112;Goniądz;moniecki;podlaskie
2015;19-120;Knyszyn;moniecki;podlaskie
2015;19-120;Krypno;moniecki;podlaskie
2015;19-122;Jasionówka;moniecki;podlaskie
2015;19-200;Rajgród;grajewski;podlaskie
2015;19-200;Grajewo;grajewski;podlaskie
2015;19-200;Grajewo;grajewski;podlaskie
2015;19-200;Grajewo;grajewski;podlaskie
2015;19-200;Grajewo;grajewski;podlaskie
2015;19-200;Grajewo;grajewski;podlaskie
2015;19-203;Grajewo;grajewski;podlaskie
2015;19-205;Rajgród;grajewski;podlaskie
2015;19-206;Rajgród;grajewski;podlaskie
2015;19-213;Radziłów;grajewski;podlaskie
2015;19-213;Radziłów;grajewski;podlaskie
2015;19-214;Radziłów;grajewski;podlaskie
2015;19-222;Wąsosz;grajewski;podlaskie
2015;19-230;Wąsosz;grajewski;podlaskie
2015;19-230;Szczuczyn;grajewski;podlaskie
2015;19-300;Ełk;ełcki;warmińsko-mazurskie
2015;19-300;Ełk;ełcki;warmińsko-mazurskie
2015;19-300;Ełk;ełcki;warmińsko-mazurskie
2015;19-300;Ełk;ełcki;warmińsko-mazurskie
2015;19-300;Ełk;ełcki;warmińsko-mazurskie
2015;19-300;Ełk;ełcki;warmińsko-mazurskie
2015;19-301;Ełk;ełcki;warmińsko-mazurskie
2015;19-302;Ełk;ełcki;warmińsko-mazurskie
2015;19-303;Ełk;ełcki;warmińsko-mazurskie
2015;19-304;Ełk;ełcki;warmińsko-mazurskie
2015;19-305;Ełk;ełcki;warmińsko-mazurskie
2015;19-306;Ełk;ełcki;warmińsko-mazurskie
2015;19-307;Ełk;ełcki;warmińsko-mazurskie
2015;19-314;Kalinowo;ełcki;warmińsko-mazurskie
2015;19-314;Kalinowo;ełcki;warmińsko-mazurskie
2015;19-314;Kalinowo;ełcki;warmińsko-mazurskie
2015;19-314;Kalinowo;ełcki;warmińsko-mazurskie
2015;19-324;Stare Juchy;ełcki;warmińsko-mazurskie
2015;19-330;Stare Juchy;ełcki;warmińsko-mazurskie
2015;19-335;Prostki;ełcki;warmińsko-mazurskie
2015;19-335;Prostki;ełcki;warmińsko-mazurskie
2015;19-335;Prostki;ełcki;warmińsko-mazurskie
2015;19-400;Olecko;olecki;warmińsko-mazurskie
2015;19-400;Olecko;olecki;warmińsko-mazurskie
2015;19-400;Olecko;olecki;warmińsko-mazurskie
2015;19-400;Olecko;olecki;warmińsko-mazurskie
2015;19-401;Olecko;olecki;warmińsko-mazurskie
2015;19-404;Wieliczki;olecki;warmińsko-mazurskie
2015;19-404;Wieliczki;olecki;warmińsko-mazurskie
2015;19-411;Świętajno;olecki;warmińsko-mazurskie
2015;19-411;Świętajno;olecki;warmińsko-mazurskie
2015;19-420;Kowale Oleckie;olecki;warmińsko-mazurskie
2015;19-420;Kowale Oleckie;olecki;warmińsko-mazurskie
2015;19-420;Kowale Oleckie;olecki;warmińsko-mazurskie
2015;19-500;Gołdap;gołdapski;warmińsko-mazurskie
2015;19-500;Gołdap;gołdapski;warmińsko-mazurskie
2015;19-500;Gołdap;gołdapski;warmińsko-mazurskie
2015;19-504;Dubeninki;gołdapski;warmińsko-mazurskie
2015;19-504;Dubeninki;gołdapski;warmińsko-mazurskie
2015;19-507;Gołdap;gołdapski;warmińsko-mazurskie
2015;19-514;Banie Mazurskie;gołdapski;warmińsko-mazurskie
2015;19-520;Banie Mazurskie;gołdapski;warmińsko-mazurskie
2015;19-520;Banie Mazurskie;gołdapski;warmińsko-mazurskie
2015;20-001;Lublin;Lublin;lubelskie
2015;20-001;Lublin;Lublin;lubelskie
2015;20-001;Lublin;Lublin;lubelskie
2015;20-001;Lublin;Lublin;lubelskie
2015;20-001;Lublin;Lublin;lubelskie
2015;20-001;Lublin;Lublin;lubelskie
2015;20-001;Lublin;Lublin;lubelskie
2015;20-001;Lublin;Lublin;lubelskie
2015;20-014;Lublin;Lublin;lubelskie
2015;20-034;Lublin;Lublin;lubelskie
2015;20-034;Lublin;Lublin;lubelskie
2015;20-034;Lublin;Lublin;lubelskie
2015;20-042;Lublin;Lublin;lubelskie
2015;20-042;Lublin;Lublin;lubelskie
2015;20-042;Lublin;Lublin;lubelskie
2015;20-050;Lublin;Lublin;lubelskie
2015;20-083;Lublin;Lublin;lubelskie
2015;20-097;Lublin;Lublin;lubelskie
2015;20-098;Lublin;Lublin;lubelskie
2015;20-125;Lublin;Lublin;lubelskie
2015;20-132;Lublin;Lublin;lubelskie
2015;20-155;Lublin;Lublin;lubelskie
2015;20-155;Lublin;Lublin;lubelskie
2015;20-160;Lublin;Lublin;lubelskie
2015;20-160;Niemce;lubelski;lubelskie
2015;20-160;Lublin;Lublin;lubelskie
2015;20-216;Lublin;Lublin;lubelskie
2015;20-245;Lublin;Lublin;lubelskie
2015;20-258;Lublin;Lublin;lubelskie
2015;20-258;Wólka;lubelski;lubelskie
2015;20-290;Lublin;Lublin;lubelskie
2015;20-324;Lublin;Lublin;lubelskie
2015;20-333;Lublin;Lublin;lubelskie
2015;20-372;Lublin;Lublin;lubelskie
2015;20-374;Lublin;Lublin;lubelskie
2015;20-388;Lublin;Lublin;lubelskie
2015;20-391;Lublin;Lublin;lubelskie
2015;20-400;Lublin;Lublin;lubelskie
2015;20-411;Lublin;Lublin;lubelskie
2015;20-427;Lublin;Lublin;lubelskie
2015;20-427;Lublin;Lublin;lubelskie
2015;20-473;Lublin;Lublin;lubelskie
2015;20-490;Lublin;Lublin;lubelskie
2015;20-500;Lublin;Lublin;lubelskie
2015;20-500;Lublin;Lublin;lubelskie
2015;20-500;Lublin;Lublin;lubelskie
2015;20-515;Lublin;Lublin;lubelskie
2015;20-540;Lublin;Lublin;lubelskie
2015;20-540;Lublin;Lublin;lubelskie
2015;20-550;Lublin;Lublin;lubelskie
2015;20-550;Lublin;Lublin;lubelskie
2015;20-578;Lublin;Lublin;lubelskie
2015;20-590;Lublin;Lublin;lubelskie
2015;20-606;Lublin;Lublin;lubelskie
2015;20-626;Lublin;Lublin;lubelskie
2015;20-626;Lublin;Lublin;lubelskie
2015;20-634;Lublin;Lublin;lubelskie
2015;20-634;Lublin;Lublin;lubelskie
2015;20-823;Lublin;Lublin;lubelskie
2015;20-845;Lublin;Lublin;lubelskie
2015;20-851;Lublin;Lublin;lubelskie
2015;20-856;Lublin;Lublin;lubelskie
2015;20-856;Lublin;Lublin;lubelskie
2015;20-859;Lublin;Lublin;lubelskie
2015;20-859;Lublin;Lublin;lubelskie
2015;20-901;Wólka;lubelski;lubelskie
2015;20-990;Lublin;Lublin;lubelskie
2015;21-002;Jastków;lubelski;lubelskie
2015;21-003;Niemce;lubelski;lubelskie
2015;21-007;Mełgiew;świdnicki;lubelskie
2015;21-010;Łęczna;łęczyński;lubelskie
2015;21-010;Łęczna;łęczyński;lubelskie
2015;21-011;Łęczna;łęczyński;lubelskie
2015;21-012;Puchaczów;łęczyński;lubelskie
2015;21-013;Puchaczów;łęczyński;lubelskie
2015;21-013;Puchaczów;łęczyński;lubelskie
2015;21-017;Łęczna;łęczyński;lubelskie
2015;21-017;Łęczna;łęczyński;lubelskie
2015;21-020;Milejów;łęczyński;lubelskie
2015;21-025;Niemce;lubelski;lubelskie
2015;21-030;Konopnica;lubelski;lubelskie
2015;21-040;Świdnik;świdnicki;lubelskie
2015;21-040;Świdnik;świdnicki;lubelskie
2015;21-041;Głusk;lubelski;lubelskie
2015;21-044;Trawniki;świdnicki;lubelskie
2015;21-044;Trawniki;świdnicki;lubelskie
2015;21-046;Świdnik;świdnicki;lubelskie
2015;21-047;Świdnik;świdnicki;lubelskie
2015;21-050;Piaski;świdnicki;lubelskie
2015;21-060;Fajsławice;krasnostawski;lubelskie
2015;21-065;Rybczewice;świdnicki;lubelskie
2015;21-070;Cyców;łęczyński;lubelskie
2015;21-075;Ludwin;łęczyński;lubelskie
2015;21-076;Spiczyn;łęczyński;lubelskie
2015;21-077;Spiczyn;łęczyński;lubelskie
2015;21-080;Garbów;lubelski;lubelskie
2015;21-100;Lubartów;lubartowski;lubelskie
2015;21-101;Lubartów;lubartowski;lubelskie
2015;21-102;Ostrówek;lubartowski;lubelskie
2015;21-102;Ostrówek;lubartowski;lubelskie
2015;21-103;Lubartów;lubartowski;lubelskie
2015;21-104;Niedźwiada;lubartowski;lubelskie
2015;21-107;Serniki;lubartowski;lubelskie
2015;21-107;Serniki;lubartowski;lubelskie
2015;21-108;Lubartów;lubartowski;lubelskie
2015;21-109;Uścimów;lubartowski;lubelskie
2015;21-110;Ostrów Lubelski;lubartowski;lubelskie
2015;21-110;Ostrów Lubelski;lubartowski;lubelskie
2015;21-132;Kamionka;lubartowski;lubelskie
2015;21-132;Kamionka;lubartowski;lubelskie
2015;21-132;Kamionka;lubartowski;lubelskie
2015;21-136;Firlej;lubartowski;lubelskie
2015;21-140;Michów;lubartowski;lubelskie
2015;21-140;Michów;lubartowski;lubelskie
2015;21-143;Abramów;lubartowski;lubelskie
2015;21-146;Jeziorzany;lubartowski;lubelskie
2015;21-150;Kock;lubartowski;lubelskie
2015;21-200;Parczew;parczewski;lubelskie
2015;21-200;Parczew;parczewski;lubelskie
2015;21-200;Parczew;parczewski;lubelskie
2015;21-205;Jabłoń;parczewski;lubelskie
2015;21-205;Jabłoń;parczewski;lubelskie
2015;21-210;Milanów;parczewski;lubelskie
2015;21-211;Dębowa Kłoda;parczewski;lubelskie
2015;21-220;Siemień;parczewski;lubelskie
2015;21-222;Podedwórze;parczewski;lubelskie
2015;21-230;Sosnowica;parczewski;lubelskie
2015;21-300;Radzyń Podlaski;radzyński;lubelskie
2015;21-300;Radzyń Podlaski;radzyński;lubelskie
2015;21-300;Radzyń Podlaski;radzyński;lubelskie
2015;21-302;Kąkolewnica;radzyński;lubelskie
2015;21-302;Kąkolewnica;radzyński;lubelskie
2015;21-305;Wohyń;radzyński;lubelskie
2015;21-306;Czemierniki;radzyński;lubelskie
2015;21-307;Ulan-Majorat;radzyński;lubelskie
2015;21-310;Wohyń;radzyński;lubelskie
2015;21-311;Komarówka Podlaska;radzyński;lubelskie
2015;21-315;Radzyń Podlaski;radzyński;lubelskie
2015;21-345;Borki;radzyński;lubelskie
2015;21-345;Borki;radzyński;lubelskie
2015;21-345;Borki;radzyński;lubelskie
2015;21-400;Łuków;łukowski;lubelskie
2015;21-400;Łuków;łukowski;lubelskie
2015;21-400;Łuków;łukowski;lubelskie
2015;21-401;Łuków;łukowski;lubelskie
2015;21-404;Trzebieszów;łukowski;lubelskie
2015;21-404;Trzebieszów;łukowski;lubelskie
2015;21-404;Trzebieszów;łukowski;lubelskie
2015;21-404;Trzebieszów;łukowski;lubelskie
2015;21-410;Łuków;łukowski;lubelskie
2015;21-411;Wojcieszków;łukowski;lubelskie
2015;21-412;Adamów;łukowski;lubelskie
2015;21-413;Serokomla;łukowski;lubelskie
2015;21-421;Stanin;łukowski;lubelskie
2015;21-422;Stanin;łukowski;lubelskie
2015;21-425;Krzywda;łukowski;lubelskie
2015;21-426;Wola Mysłowska;łukowski;lubelskie
2015;21-450;Stoczek Łukowski;łukowski;lubelskie
2015;21-450;Stoczek Łukowski;łukowski;lubelskie
2015;21-470;Krzywda;łukowski;lubelskie
2015;21-480;Krzywda;łukowski;lubelskie
2015;21-481;Adamów;łukowski;lubelskie
2015;21-499;Biała Podlaska;bialski;lubelskie
2015;21-500;Biała Podlaska;Biała Podlaska;lubelskie
2015;21-500;Biała Podlaska;Biała Podlaska;lubelskie
2015;21-501;Biała Podlaska;Biała Podlaska;lubelskie
2015;21-501;Biała Podlaska;Biała Podlaska;lubelskie
2015;21-502;Biała Podlaska;Biała Podlaska;lubelskie
2015;21-503;Biała Podlaska;bialski;lubelskie
2015;21-504;Rokitno;bialski;lubelskie
2015;21-505;Janów Podlaski;bialski;lubelskie
2015;21-506;Biała Podlaska;Biała Podlaska;lubelskie
2015;21-509;Kodeń;bialski;lubelskie
2015;21-509;Kodeń;bialski;lubelskie
2015;21-512;Zalesie;bialski;lubelskie
2015;21-515;Sławatycze;bialski;lubelskie
2015;21-518;Sosnówka;bialski;lubelskie
2015;21-523;Tuczna;bialski;lubelskie
2015;21-523;Tuczna;bialski;lubelskie
2015;21-526;Sławatycze;bialski;lubelskie
2015;21-527;Biała Podlaska;Biała Podlaska;lubelskie
2015;21-530;Piszczac;bialski;lubelskie
2015;21-530;Piszczac;bialski;lubelskie
2015;21-532;Łomazy;bialski;lubelskie
2015;21-533;Rossosz;bialski;lubelskie
2015;21-540;Terespol;bialski;lubelskie
2015;21-542;Leśna Podlaska;bialski;lubelskie
2015;21-543;Konstantynów;bialski;lubelskie
2015;21-550;Terespol;bialski;lubelskie
2015;21-550;Terespol;bialski;lubelskie
2015;21-560;Międzyrzec Podlaski;bialski;lubelskie
2015;21-560;Międzyrzec Podlaski;bialski;lubelskie
2015;21-560;Międzyrzec Podlaski;bialski;lubelskie
2015;21-560;Międzyrzec Podlaski;bialski;lubelskie
2015;21-561;Międzyrzec Podlaski;bialski;lubelskie
2015;21-570;Drelów;bialski;lubelskie
2015;21-570;Drelów;bialski;lubelskie
2015;21-580;Wisznice;bialski;lubelskie
2015;22-100;Chełm;Chełm;lubelskie
2015;22-100;Chełm;Chełm;lubelskie
