Kod;Nazwa;Miesiące;Wyszczególnienie;Rok;Wartosc;Jednostka miary;Atrybut
862000;Powiat m.Zielona Góra;styczeń;stopa bezrobocia rejestrowanego;2017;4,6;%;
862000;Powiat m.Zielona Góra;luty;stopa bezrobocia rejestrowanego;2014;8,3;%;
862000;Powiat m.Zielona Góra;luty;stopa bezrobocia rejestrowanego;2015;8,8;%;
862000;Powiat m.Zielona Góra;luty;stopa bezrobocia rejestrowanego;2016;6,4;%;
862000;Powiat m.Zielona Góra;luty;stopa bezrobocia rejestrowanego;2017;4,4;%;
862000;Powiat m.Zielona Góra;marzec;stopa bezrobocia rejestrowanego;2014;8,1;%;
862000;Powiat m.Zielona Góra;marzec;stopa bezrobocia rejestrowanego;2015;8,5;%;
862000;Powiat m.Zielona Góra;marzec;stopa bezrobocia rejestrowanego;2016;6,2;%;
862000;Powiat m.Zielona Góra;marzec;stopa bezrobocia rejestrowanego;2017;4,1;%;
862000;Powiat m.Zielona Góra;kwiecień;stopa bezrobocia rejestrowanego;2014;7,8;%;
862000;Powiat m.Zielona Góra;kwiecień;stopa bezrobocia rejestrowanego;2015;8,2;%;
862000;Powiat m.Zielona Góra;kwiecień;stopa bezrobocia rejestrowanego;2016;5,9;%;
862000;Powiat m.Zielona Góra;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
862000;Powiat m.Zielona Góra;maj;stopa bezrobocia rejestrowanego;2014;7,6;%;
862000;Powiat m.Zielona Góra;maj;stopa bezrobocia rejestrowanego;2015;8,1;%;
862000;Powiat m.Zielona Góra;maj;stopa bezrobocia rejestrowanego;2016;5,5;%;
862000;Powiat m.Zielona Góra;maj;stopa bezrobocia rejestrowanego;2017;;%;n
862000;Powiat m.Zielona Góra;czerwiec;stopa bezrobocia rejestrowanego;2014;7,4;%;
862000;Powiat m.Zielona Góra;czerwiec;stopa bezrobocia rejestrowanego;2015;7,7;%;
862000;Powiat m.Zielona Góra;czerwiec;stopa bezrobocia rejestrowanego;2016;5,2;%;
862000;Powiat m.Zielona Góra;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
862000;Powiat m.Zielona Góra;lipiec;stopa bezrobocia rejestrowanego;2014;7,3;%;
862000;Powiat m.Zielona Góra;lipiec;stopa bezrobocia rejestrowanego;2015;7,2;%;
862000;Powiat m.Zielona Góra;lipiec;stopa bezrobocia rejestrowanego;2016;5;%;
862000;Powiat m.Zielona Góra;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
862000;Powiat m.Zielona Góra;sierpień;stopa bezrobocia rejestrowanego;2014;7,3;%;
862000;Powiat m.Zielona Góra;sierpień;stopa bezrobocia rejestrowanego;2015;6,9;%;
862000;Powiat m.Zielona Góra;sierpień;stopa bezrobocia rejestrowanego;2016;4,9;%;
862000;Powiat m.Zielona Góra;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
862000;Powiat m.Zielona Góra;wrzesień;stopa bezrobocia rejestrowanego;2014;7,3;%;
862000;Powiat m.Zielona Góra;wrzesień;stopa bezrobocia rejestrowanego;2015;6,7;%;
862000;Powiat m.Zielona Góra;wrzesień;stopa bezrobocia rejestrowanego;2016;4,8;%;
862000;Powiat m.Zielona Góra;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
862000;Powiat m.Zielona Góra;październik;stopa bezrobocia rejestrowanego;2014;7,2;%;
862000;Powiat m.Zielona Góra;październik;stopa bezrobocia rejestrowanego;2015;6,6;%;
862000;Powiat m.Zielona Góra;październik;stopa bezrobocia rejestrowanego;2016;4,7;%;
862000;Powiat m.Zielona Góra;październik;stopa bezrobocia rejestrowanego;2017;;%;n
862000;Powiat m.Zielona Góra;listopad;stopa bezrobocia rejestrowanego;2014;7,3;%;
862000;Powiat m.Zielona Góra;listopad;stopa bezrobocia rejestrowanego;2015;6,8;%;
862000;Powiat m.Zielona Góra;listopad;stopa bezrobocia rejestrowanego;2016;4,7;%;
862000;Powiat m.Zielona Góra;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
862000;Powiat m.Zielona Góra;grudzień;stopa bezrobocia rejestrowanego;2014;7,3;%;
862000;Powiat m.Zielona Góra;grudzień;stopa bezrobocia rejestrowanego;2015;6,3;%;
862000;Powiat m.Zielona Góra;grudzień;stopa bezrobocia rejestrowanego;2016;4,7;%;
862000;Powiat m.Zielona Góra;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1000000;ŁÓDZKIE;styczeń;stopa bezrobocia rejestrowanego;2014;14,6;%;
1000000;ŁÓDZKIE;styczeń;stopa bezrobocia rejestrowanego;2015;12,3;%;
1000000;ŁÓDZKIE;styczeń;stopa bezrobocia rejestrowanego;2016;10,7;%;
1000000;ŁÓDZKIE;styczeń;stopa bezrobocia rejestrowanego;2017;8,8;%;
1000000;ŁÓDZKIE;luty;stopa bezrobocia rejestrowanego;2014;14,6;%;
1000000;ŁÓDZKIE;luty;stopa bezrobocia rejestrowanego;2015;12,4;%;
1000000;ŁÓDZKIE;luty;stopa bezrobocia rejestrowanego;2016;10,8;%;
1000000;ŁÓDZKIE;luty;stopa bezrobocia rejestrowanego;2017;8,7;%;
1000000;ŁÓDZKIE;marzec;stopa bezrobocia rejestrowanego;2014;14,2;%;
1000000;ŁÓDZKIE;marzec;stopa bezrobocia rejestrowanego;2015;12,2;%;
1000000;ŁÓDZKIE;marzec;stopa bezrobocia rejestrowanego;2016;10,5;%;
1000000;ŁÓDZKIE;marzec;stopa bezrobocia rejestrowanego;2017;8,4;%;
1000000;ŁÓDZKIE;kwiecień;stopa bezrobocia rejestrowanego;2014;13,7;%;
1000000;ŁÓDZKIE;kwiecień;stopa bezrobocia rejestrowanego;2015;11,8;%;
1000000;ŁÓDZKIE;kwiecień;stopa bezrobocia rejestrowanego;2016;10;%;
1000000;ŁÓDZKIE;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
1000000;ŁÓDZKIE;maj;stopa bezrobocia rejestrowanego;2014;13,3;%;
1000000;ŁÓDZKIE;maj;stopa bezrobocia rejestrowanego;2015;11,5;%;
1000000;ŁÓDZKIE;maj;stopa bezrobocia rejestrowanego;2016;9,7;%;
1000000;ŁÓDZKIE;maj;stopa bezrobocia rejestrowanego;2017;;%;n
1000000;ŁÓDZKIE;czerwiec;stopa bezrobocia rejestrowanego;2014;12,9;%;
1000000;ŁÓDZKIE;czerwiec;stopa bezrobocia rejestrowanego;2015;11,1;%;
1000000;ŁÓDZKIE;czerwiec;stopa bezrobocia rejestrowanego;2016;9,3;%;
1000000;ŁÓDZKIE;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
1000000;ŁÓDZKIE;lipiec;stopa bezrobocia rejestrowanego;2014;12,6;%;
1000000;ŁÓDZKIE;lipiec;stopa bezrobocia rejestrowanego;2015;10,8;%;
1000000;ŁÓDZKIE;lipiec;stopa bezrobocia rejestrowanego;2016;9,1;%;
1000000;ŁÓDZKIE;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
1000000;ŁÓDZKIE;sierpień;stopa bezrobocia rejestrowanego;2014;12,4;%;
1000000;ŁÓDZKIE;sierpień;stopa bezrobocia rejestrowanego;2015;10,6;%;
1000000;ŁÓDZKIE;sierpień;stopa bezrobocia rejestrowanego;2016;8,9;%;
1000000;ŁÓDZKIE;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
1000000;ŁÓDZKIE;wrzesień;stopa bezrobocia rejestrowanego;2014;12,1;%;
1000000;ŁÓDZKIE;wrzesień;stopa bezrobocia rejestrowanego;2015;10,3;%;
1000000;ŁÓDZKIE;wrzesień;stopa bezrobocia rejestrowanego;2016;8,7;%;
1000000;ŁÓDZKIE;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
1000000;ŁÓDZKIE;październik;stopa bezrobocia rejestrowanego;2014;11,8;%;
1000000;ŁÓDZKIE;październik;stopa bezrobocia rejestrowanego;2015;10,1;%;
1000000;ŁÓDZKIE;październik;stopa bezrobocia rejestrowanego;2016;8,6;%;
1000000;ŁÓDZKIE;październik;stopa bezrobocia rejestrowanego;2017;;%;n
1000000;ŁÓDZKIE;listopad;stopa bezrobocia rejestrowanego;2014;11,9;%;
1000000;ŁÓDZKIE;listopad;stopa bezrobocia rejestrowanego;2015;10,1;%;
1000000;ŁÓDZKIE;listopad;stopa bezrobocia rejestrowanego;2016;8,5;%;
1000000;ŁÓDZKIE;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
1000000;ŁÓDZKIE;grudzień;stopa bezrobocia rejestrowanego;2014;11,8;%;
1000000;ŁÓDZKIE;grudzień;stopa bezrobocia rejestrowanego;2015;10,3;%;
1000000;ŁÓDZKIE;grudzień;stopa bezrobocia rejestrowanego;2016;8,6;%;
1000000;ŁÓDZKIE;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1001000;Powiat bełchatowski;styczeń;stopa bezrobocia rejestrowanego;2014;13,9;%;
1001000;Powiat bełchatowski;styczeń;stopa bezrobocia rejestrowanego;2015;11,4;%;
1001000;Powiat bełchatowski;styczeń;stopa bezrobocia rejestrowanego;2016;9,4;%;
1001000;Powiat bełchatowski;styczeń;stopa bezrobocia rejestrowanego;2017;7,8;%;
1001000;Powiat bełchatowski;luty;stopa bezrobocia rejestrowanego;2014;13,9;%;
1001000;Powiat bełchatowski;luty;stopa bezrobocia rejestrowanego;2015;11,4;%;
1001000;Powiat bełchatowski;luty;stopa bezrobocia rejestrowanego;2016;9,6;%;
1001000;Powiat bełchatowski;luty;stopa bezrobocia rejestrowanego;2017;7,9;%;
1001000;Powiat bełchatowski;marzec;stopa bezrobocia rejestrowanego;2014;13,4;%;
1001000;Powiat bełchatowski;marzec;stopa bezrobocia rejestrowanego;2015;11,1;%;
1001000;Powiat bełchatowski;marzec;stopa bezrobocia rejestrowanego;2016;9,1;%;
1001000;Powiat bełchatowski;marzec;stopa bezrobocia rejestrowanego;2017;7,5;%;
1001000;Powiat bełchatowski;kwiecień;stopa bezrobocia rejestrowanego;2014;12,8;%;
1001000;Powiat bełchatowski;kwiecień;stopa bezrobocia rejestrowanego;2015;10,5;%;
1001000;Powiat bełchatowski;kwiecień;stopa bezrobocia rejestrowanego;2016;8,6;%;
1001000;Powiat bełchatowski;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
1001000;Powiat bełchatowski;maj;stopa bezrobocia rejestrowanego;2014;12,2;%;
1001000;Powiat bełchatowski;maj;stopa bezrobocia rejestrowanego;2015;10;%;
1001000;Powiat bełchatowski;maj;stopa bezrobocia rejestrowanego;2016;8,1;%;
1001000;Powiat bełchatowski;maj;stopa bezrobocia rejestrowanego;2017;;%;n
1001000;Powiat bełchatowski;czerwiec;stopa bezrobocia rejestrowanego;2014;11,7;%;
1001000;Powiat bełchatowski;czerwiec;stopa bezrobocia rejestrowanego;2015;9,5;%;
1001000;Powiat bełchatowski;czerwiec;stopa bezrobocia rejestrowanego;2016;7,8;%;
1001000;Powiat bełchatowski;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
1001000;Powiat bełchatowski;lipiec;stopa bezrobocia rejestrowanego;2014;11,6;%;
1001000;Powiat bełchatowski;lipiec;stopa bezrobocia rejestrowanego;2015;9,4;%;
1001000;Powiat bełchatowski;lipiec;stopa bezrobocia rejestrowanego;2016;7,6;%;
1001000;Powiat bełchatowski;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
1001000;Powiat bełchatowski;sierpień;stopa bezrobocia rejestrowanego;2014;11,4;%;
1001000;Powiat bełchatowski;sierpień;stopa bezrobocia rejestrowanego;2015;9,4;%;
1001000;Powiat bełchatowski;sierpień;stopa bezrobocia rejestrowanego;2016;7,5;%;
1001000;Powiat bełchatowski;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
1001000;Powiat bełchatowski;wrzesień;stopa bezrobocia rejestrowanego;2014;11,2;%;
1001000;Powiat bełchatowski;wrzesień;stopa bezrobocia rejestrowanego;2015;9,1;%;
1001000;Powiat bełchatowski;wrzesień;stopa bezrobocia rejestrowanego;2016;7,3;%;
1001000;Powiat bełchatowski;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
1001000;Powiat bełchatowski;październik;stopa bezrobocia rejestrowanego;2014;10,9;%;
1001000;Powiat bełchatowski;październik;stopa bezrobocia rejestrowanego;2015;8,7;%;
1001000;Powiat bełchatowski;październik;stopa bezrobocia rejestrowanego;2016;7,3;%;
1001000;Powiat bełchatowski;październik;stopa bezrobocia rejestrowanego;2017;;%;n
1001000;Powiat bełchatowski;listopad;stopa bezrobocia rejestrowanego;2014;10,8;%;
1001000;Powiat bełchatowski;listopad;stopa bezrobocia rejestrowanego;2015;8,8;%;
1001000;Powiat bełchatowski;listopad;stopa bezrobocia rejestrowanego;2016;7,2;%;
1001000;Powiat bełchatowski;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
1001000;Powiat bełchatowski;grudzień;stopa bezrobocia rejestrowanego;2014;10,9;%;
1001000;Powiat bełchatowski;grudzień;stopa bezrobocia rejestrowanego;2015;8,8;%;
1001000;Powiat bełchatowski;grudzień;stopa bezrobocia rejestrowanego;2016;7,5;%;
1001000;Powiat bełchatowski;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1002000;Powiat kutnowski;styczeń;stopa bezrobocia rejestrowanego;2014;18,5;%;
1002000;Powiat kutnowski;styczeń;stopa bezrobocia rejestrowanego;2015;16,1;%;
1002000;Powiat kutnowski;styczeń;stopa bezrobocia rejestrowanego;2016;14,9;%;
1002000;Powiat kutnowski;styczeń;stopa bezrobocia rejestrowanego;2017;12,5;%;
1002000;Powiat kutnowski;luty;stopa bezrobocia rejestrowanego;2014;18,8;%;
1002000;Powiat kutnowski;luty;stopa bezrobocia rejestrowanego;2015;16,3;%;
1002000;Powiat kutnowski;luty;stopa bezrobocia rejestrowanego;2016;15,1;%;
1002000;Powiat kutnowski;luty;stopa bezrobocia rejestrowanego;2017;12,5;%;
1002000;Powiat kutnowski;marzec;stopa bezrobocia rejestrowanego;2014;18,5;%;
1002000;Powiat kutnowski;marzec;stopa bezrobocia rejestrowanego;2015;16,2;%;
1002000;Powiat kutnowski;marzec;stopa bezrobocia rejestrowanego;2016;14,5;%;
1002000;Powiat kutnowski;marzec;stopa bezrobocia rejestrowanego;2017;11,8;%;
1002000;Powiat kutnowski;kwiecień;stopa bezrobocia rejestrowanego;2014;17,7;%;
1002000;Powiat kutnowski;kwiecień;stopa bezrobocia rejestrowanego;2015;15,1;%;
1002000;Powiat kutnowski;kwiecień;stopa bezrobocia rejestrowanego;2016;13,6;%;
1002000;Powiat kutnowski;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
1002000;Powiat kutnowski;maj;stopa bezrobocia rejestrowanego;2014;17,2;%;
1002000;Powiat kutnowski;maj;stopa bezrobocia rejestrowanego;2015;14,7;%;
1002000;Powiat kutnowski;maj;stopa bezrobocia rejestrowanego;2016;13,3;%;
1002000;Powiat kutnowski;maj;stopa bezrobocia rejestrowanego;2017;;%;n
1002000;Powiat kutnowski;czerwiec;stopa bezrobocia rejestrowanego;2014;16,8;%;
1002000;Powiat kutnowski;czerwiec;stopa bezrobocia rejestrowanego;2015;14,2;%;
1002000;Powiat kutnowski;czerwiec;stopa bezrobocia rejestrowanego;2016;12,9;%;
1002000;Powiat kutnowski;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
1002000;Powiat kutnowski;lipiec;stopa bezrobocia rejestrowanego;2014;16,6;%;
1002000;Powiat kutnowski;lipiec;stopa bezrobocia rejestrowanego;2015;13,9;%;
1002000;Powiat kutnowski;lipiec;stopa bezrobocia rejestrowanego;2016;12,7;%;
1002000;Powiat kutnowski;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
1002000;Powiat kutnowski;sierpień;stopa bezrobocia rejestrowanego;2014;16,3;%;
1002000;Powiat kutnowski;sierpień;stopa bezrobocia rejestrowanego;2015;13,9;%;
1002000;Powiat kutnowski;sierpień;stopa bezrobocia rejestrowanego;2016;12,9;%;
1002000;Powiat kutnowski;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
1002000;Powiat kutnowski;wrzesień;stopa bezrobocia rejestrowanego;2014;15,9;%;
1002000;Powiat kutnowski;wrzesień;stopa bezrobocia rejestrowanego;2015;13,5;%;
1002000;Powiat kutnowski;wrzesień;stopa bezrobocia rejestrowanego;2016;12,5;%;
1002000;Powiat kutnowski;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
1002000;Powiat kutnowski;październik;stopa bezrobocia rejestrowanego;2014;15,6;%;
1002000;Powiat kutnowski;październik;stopa bezrobocia rejestrowanego;2015;13,5;%;
1002000;Powiat kutnowski;październik;stopa bezrobocia rejestrowanego;2016;12,5;%;
1002000;Powiat kutnowski;październik;stopa bezrobocia rejestrowanego;2017;;%;n
1002000;Powiat kutnowski;listopad;stopa bezrobocia rejestrowanego;2014;15,5;%;
1002000;Powiat kutnowski;listopad;stopa bezrobocia rejestrowanego;2015;13,8;%;
1002000;Powiat kutnowski;listopad;stopa bezrobocia rejestrowanego;2016;12,4;%;
1002000;Powiat kutnowski;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
1002000;Powiat kutnowski;grudzień;stopa bezrobocia rejestrowanego;2014;15,5;%;
1002000;Powiat kutnowski;grudzień;stopa bezrobocia rejestrowanego;2015;14,2;%;
1002000;Powiat kutnowski;grudzień;stopa bezrobocia rejestrowanego;2016;12,2;%;
1002000;Powiat kutnowski;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1003000;Powiat łaski;styczeń;stopa bezrobocia rejestrowanego;2014;19,3;%;
1003000;Powiat łaski;styczeń;stopa bezrobocia rejestrowanego;2015;16,2;%;
1003000;Powiat łaski;styczeń;stopa bezrobocia rejestrowanego;2016;13,8;%;
1003000;Powiat łaski;styczeń;stopa bezrobocia rejestrowanego;2017;12;%;
1003000;Powiat łaski;luty;stopa bezrobocia rejestrowanego;2014;19,2;%;
1003000;Powiat łaski;luty;stopa bezrobocia rejestrowanego;2015;16;%;
1003000;Powiat łaski;luty;stopa bezrobocia rejestrowanego;2016;14;%;
1003000;Powiat łaski;luty;stopa bezrobocia rejestrowanego;2017;12;%;
1003000;Powiat łaski;marzec;stopa bezrobocia rejestrowanego;2014;18,5;%;
1003000;Powiat łaski;marzec;stopa bezrobocia rejestrowanego;2015;15,4;%;
1003000;Powiat łaski;marzec;stopa bezrobocia rejestrowanego;2016;13,5;%;
1003000;Powiat łaski;marzec;stopa bezrobocia rejestrowanego;2017;11,4;%;
1003000;Powiat łaski;kwiecień;stopa bezrobocia rejestrowanego;2014;17,9;%;
1003000;Powiat łaski;kwiecień;stopa bezrobocia rejestrowanego;2015;14,7;%;
1003000;Powiat łaski;kwiecień;stopa bezrobocia rejestrowanego;2016;12,9;%;
1003000;Powiat łaski;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
1003000;Powiat łaski;maj;stopa bezrobocia rejestrowanego;2014;17,2;%;
1003000;Powiat łaski;maj;stopa bezrobocia rejestrowanego;2015;14,2;%;
1003000;Powiat łaski;maj;stopa bezrobocia rejestrowanego;2016;12,5;%;
1003000;Powiat łaski;maj;stopa bezrobocia rejestrowanego;2017;;%;n
1003000;Powiat łaski;czerwiec;stopa bezrobocia rejestrowanego;2014;16,8;%;
1003000;Powiat łaski;czerwiec;stopa bezrobocia rejestrowanego;2015;13,9;%;
1003000;Powiat łaski;czerwiec;stopa bezrobocia rejestrowanego;2016;12;%;
1003000;Powiat łaski;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
1003000;Powiat łaski;lipiec;stopa bezrobocia rejestrowanego;2014;16,6;%;
1003000;Powiat łaski;lipiec;stopa bezrobocia rejestrowanego;2015;13,5;%;
1003000;Powiat łaski;lipiec;stopa bezrobocia rejestrowanego;2016;11,9;%;
1003000;Powiat łaski;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
1003000;Powiat łaski;sierpień;stopa bezrobocia rejestrowanego;2014;16,2;%;
1003000;Powiat łaski;sierpień;stopa bezrobocia rejestrowanego;2015;13,3;%;
1003000;Powiat łaski;sierpień;stopa bezrobocia rejestrowanego;2016;11,7;%;
1003000;Powiat łaski;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
1003000;Powiat łaski;wrzesień;stopa bezrobocia rejestrowanego;2014;16,2;%;
1003000;Powiat łaski;wrzesień;stopa bezrobocia rejestrowanego;2015;13,3;%;
1003000;Powiat łaski;wrzesień;stopa bezrobocia rejestrowanego;2016;11,6;%;
1003000;Powiat łaski;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
1003000;Powiat łaski;październik;stopa bezrobocia rejestrowanego;2014;15,8;%;
1003000;Powiat łaski;październik;stopa bezrobocia rejestrowanego;2015;13;%;
1003000;Powiat łaski;październik;stopa bezrobocia rejestrowanego;2016;11,3;%;
1003000;Powiat łaski;październik;stopa bezrobocia rejestrowanego;2017;;%;n
1003000;Powiat łaski;listopad;stopa bezrobocia rejestrowanego;2014;16;%;
1003000;Powiat łaski;listopad;stopa bezrobocia rejestrowanego;2015;12,9;%;
1003000;Powiat łaski;listopad;stopa bezrobocia rejestrowanego;2016;11,2;%;
1003000;Powiat łaski;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
1003000;Powiat łaski;grudzień;stopa bezrobocia rejestrowanego;2014;15,7;%;
1003000;Powiat łaski;grudzień;stopa bezrobocia rejestrowanego;2015;13,2;%;
1003000;Powiat łaski;grudzień;stopa bezrobocia rejestrowanego;2016;11,5;%;
1003000;Powiat łaski;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1004000;Powiat łęczycki;styczeń;stopa bezrobocia rejestrowanego;2014;16,9;%;
1004000;Powiat łęczycki;styczeń;stopa bezrobocia rejestrowanego;2015;15;%;
1004000;Powiat łęczycki;styczeń;stopa bezrobocia rejestrowanego;2016;12,7;%;
1004000;Powiat łęczycki;styczeń;stopa bezrobocia rejestrowanego;2017;11,3;%;
1004000;Powiat łęczycki;luty;stopa bezrobocia rejestrowanego;2014;16,5;%;
1004000;Powiat łęczycki;luty;stopa bezrobocia rejestrowanego;2015;15,2;%;
1004000;Powiat łęczycki;luty;stopa bezrobocia rejestrowanego;2016;12,4;%;
1004000;Powiat łęczycki;luty;stopa bezrobocia rejestrowanego;2017;10,8;%;
1004000;Powiat łęczycki;marzec;stopa bezrobocia rejestrowanego;2014;15,8;%;
1004000;Powiat łęczycki;marzec;stopa bezrobocia rejestrowanego;2015;14,7;%;
1004000;Powiat łęczycki;marzec;stopa bezrobocia rejestrowanego;2016;12,1;%;
1004000;Powiat łęczycki;marzec;stopa bezrobocia rejestrowanego;2017;10,2;%;
1004000;Powiat łęczycki;kwiecień;stopa bezrobocia rejestrowanego;2014;15,3;%;
1004000;Powiat łęczycki;kwiecień;stopa bezrobocia rejestrowanego;2015;14,4;%;
1004000;Powiat łęczycki;kwiecień;stopa bezrobocia rejestrowanego;2016;11,4;%;
1004000;Powiat łęczycki;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
1004000;Powiat łęczycki;maj;stopa bezrobocia rejestrowanego;2014;14,8;%;
1004000;Powiat łęczycki;maj;stopa bezrobocia rejestrowanego;2015;13,8;%;
1004000;Powiat łęczycki;maj;stopa bezrobocia rejestrowanego;2016;11,4;%;
1004000;Powiat łęczycki;maj;stopa bezrobocia rejestrowanego;2017;;%;n
1004000;Powiat łęczycki;czerwiec;stopa bezrobocia rejestrowanego;2014;14,7;%;
1004000;Powiat łęczycki;czerwiec;stopa bezrobocia rejestrowanego;2015;13,2;%;
1004000;Powiat łęczycki;czerwiec;stopa bezrobocia rejestrowanego;2016;11,1;%;
1004000;Powiat łęczycki;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
1004000;Powiat łęczycki;lipiec;stopa bezrobocia rejestrowanego;2014;14,6;%;
1004000;Powiat łęczycki;lipiec;stopa bezrobocia rejestrowanego;2015;12,9;%;
1004000;Powiat łęczycki;lipiec;stopa bezrobocia rejestrowanego;2016;10,8;%;
1004000;Powiat łęczycki;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
1004000;Powiat łęczycki;sierpień;stopa bezrobocia rejestrowanego;2014;14,8;%;
1004000;Powiat łęczycki;sierpień;stopa bezrobocia rejestrowanego;2015;12,8;%;
1004000;Powiat łęczycki;sierpień;stopa bezrobocia rejestrowanego;2016;10,9;%;
1004000;Powiat łęczycki;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
1004000;Powiat łęczycki;wrzesień;stopa bezrobocia rejestrowanego;2014;14,3;%;
1004000;Powiat łęczycki;wrzesień;stopa bezrobocia rejestrowanego;2015;12,4;%;
1004000;Powiat łęczycki;wrzesień;stopa bezrobocia rejestrowanego;2016;10,4;%;
1004000;Powiat łęczycki;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
1004000;Powiat łęczycki;październik;stopa bezrobocia rejestrowanego;2014;14,1;%;
1004000;Powiat łęczycki;październik;stopa bezrobocia rejestrowanego;2015;12,1;%;
1004000;Powiat łęczycki;październik;stopa bezrobocia rejestrowanego;2016;10,5;%;
1004000;Powiat łęczycki;październik;stopa bezrobocia rejestrowanego;2017;;%;n
1004000;Powiat łęczycki;listopad;stopa bezrobocia rejestrowanego;2014;14,2;%;
1004000;Powiat łęczycki;listopad;stopa bezrobocia rejestrowanego;2015;12,1;%;
1004000;Powiat łęczycki;listopad;stopa bezrobocia rejestrowanego;2016;10,5;%;
1004000;Powiat łęczycki;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
1004000;Powiat łęczycki;grudzień;stopa bezrobocia rejestrowanego;2014;14,3;%;
1004000;Powiat łęczycki;grudzień;stopa bezrobocia rejestrowanego;2015;12,3;%;
1004000;Powiat łęczycki;grudzień;stopa bezrobocia rejestrowanego;2016;10,7;%;
1004000;Powiat łęczycki;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1005000;Powiat łowicki;styczeń;stopa bezrobocia rejestrowanego;2014;11,5;%;
1005000;Powiat łowicki;styczeń;stopa bezrobocia rejestrowanego;2015;9,8;%;
1005000;Powiat łowicki;styczeń;stopa bezrobocia rejestrowanego;2016;8,9;%;
1005000;Powiat łowicki;styczeń;stopa bezrobocia rejestrowanego;2017;7,9;%;
1005000;Powiat łowicki;luty;stopa bezrobocia rejestrowanego;2014;11,6;%;
1005000;Powiat łowicki;luty;stopa bezrobocia rejestrowanego;2015;10;%;
1005000;Powiat łowicki;luty;stopa bezrobocia rejestrowanego;2016;9,2;%;
1005000;Powiat łowicki;luty;stopa bezrobocia rejestrowanego;2017;7,9;%;
1005000;Powiat łowicki;marzec;stopa bezrobocia rejestrowanego;2014;11,3;%;
1005000;Powiat łowicki;marzec;stopa bezrobocia rejestrowanego;2015;9,8;%;
1005000;Powiat łowicki;marzec;stopa bezrobocia rejestrowanego;2016;9;%;
1005000;Powiat łowicki;marzec;stopa bezrobocia rejestrowanego;2017;7,5;%;
1005000;Powiat łowicki;kwiecień;stopa bezrobocia rejestrowanego;2014;10,6;%;
1005000;Powiat łowicki;kwiecień;stopa bezrobocia rejestrowanego;2015;9,5;%;
1005000;Powiat łowicki;kwiecień;stopa bezrobocia rejestrowanego;2016;8,5;%;
1005000;Powiat łowicki;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
1005000;Powiat łowicki;maj;stopa bezrobocia rejestrowanego;2014;10,2;%;
1005000;Powiat łowicki;maj;stopa bezrobocia rejestrowanego;2015;9,3;%;
1005000;Powiat łowicki;maj;stopa bezrobocia rejestrowanego;2016;8,1;%;
1005000;Powiat łowicki;maj;stopa bezrobocia rejestrowanego;2017;;%;n
1005000;Powiat łowicki;czerwiec;stopa bezrobocia rejestrowanego;2014;9,9;%;
